date,state,fips,cases,deaths
8/7/2021,Vermont,50,25320,260
8/7/2021,Virgin Islands,78,4907,40
8/7/2021,Virginia,51,704664,11558
8/7/2021,Washington,53,489960,6209
8/7/2021,West Virginia,54,169162,2965
8/7/2021,Wisconsin,55,695436,8300
8/7/2021,Wyoming,56,66453,786
8/8/2021,Alabama,1,607209,11624
8/8/2021,Alaska,2,76939,381
8/8/2021,Arizona,4,946054,18388
8/8/2021,Arkansas,5,404277,6301
8/8/2021,California,6,4134375,64777
8/8/2021,Colorado,8,585462,7140
8/8/2021,Connecticut,9,358076,8296
8/8/2021,Delaware,10,112772,1835
8/8/2021,District of Columbia,11,51103,1149
8/8/2021,Florida,12,2725450,39695
8/8/2021,Georgia,13,1184614,21095
8/8/2021,Guam,66,9642,144
8/8/2021,Hawaii,15,44609,539
8/8/2021,Idaho,16,204170,2218
8/8/2021,Illinois,17,1440658,25992
8/8/2021,Indiana,18,784685,14054
8/8/2021,Iowa,19,383997,6193
8/8/2021,Kansas,20,340741,5335
8/8/2021,Kentucky,21,496451,7432
8/8/2021,Louisiana,22,573903,11210
8/8/2021,Maine,23,71306,901
8/8/2021,Maryland,24,474189,9857
8/8/2021,Massachusetts,25,726395,18095
8/8/2021,Michigan,26,1017048,21210
8/8/2021,Minnesota,27,617881,7787
8/8/2021,Mississippi,28,358149,7621
8/8/2021,Missouri,29,717419,10491
8/8/2021,Montana,30,117995,1722
8/8/2021,Nebraska,31,230630,2553
8/8/2021,Nevada,32,363574,6005
8/8/2021,New Hampshire,33,101662,1389
8/8/2021,New Jersey,34,1049222,26650
8/8/2021,New Mexico,35,213793,4427
8/8/2021,New York,36,2174515,53346
8/8/2021,North Carolina,37,1072440,13752
8/8/2021,North Dakota,38,112367,1573
8/8/2021,Northern Mariana Islands,69,206,2
8/8/2021,Ohio,39,1142330,20556
8/8/2021,Oklahoma,40,493983,7531
8/8/2021,Oregon,41,226899,2915
8/8/2021,Pennsylvania,42,1240072,27902
8/8/2021,Puerto Rico,72,185347,2609
8/8/2021,Rhode Island,44,155825,2743
8/8/2021,South Carolina,45,634310,9950
8/8/2021,South Dakota,46,125592,2050
8/8/2021,Tennessee,47,899546,12731
8/8/2021,Texas,48,3231454,53816
8/8/2021,Utah,49,438551,2494
8/8/2021,Vermont,50,25320,260
8/8/2021,Virgin Islands,78,4907,40
8/8/2021,Virginia,51,704664,11558
8/8/2021,Washington,53,489960,6209
8/8/2021,West Virginia,54,169162,2965
8/8/2021,Wisconsin,55,695436,8300
8/8/2021,Wyoming,56,66453,786
8/9/2021,Alabama,1,612086,11625
8/9/2021,Alaska,2,77786,382
8/9/2021,Arizona,4,948245,18388
8/9/2021,Arkansas,5,405272,6322
8/9/2021,California,6,4147364,64787
8/9/2021,Colorado,8,587664,7155
8/9/2021,Connecticut,9,359363,8296
8/9/2021,Delaware,10,112967,1835
8/9/2021,District of Columbia,11,51589,1149
8/9/2021,Florida,12,2725450,39934
8/9/2021,Georgia,13,1197351,21123
8/9/2021,Guam,66,9694,144
8/9/2021,Hawaii,15,45041,540
8/9/2021,Idaho,16,205112,2226
8/9/2021,Illinois,17,1448516,26023
8/9/2021,Indiana,18,789626,14064
8/9/2021,Iowa,19,383997,6193
8/9/2021,Kansas,20,343462,5355
8/9/2021,Kentucky,21,501509,7449
8/9/2021,Louisiana,22,590446,11260
8/9/2021,Maine,23,71305,901
8/9/2021,Maryland,24,474775,9861
8/9/2021,Massachusetts,25,729047,18098
8/9/2021,Michigan,26,1020140,21220
8/9/2021,Minnesota,27,618999,7791
8/9/2021,Mississippi,28,365061,7649
8/9/2021,Missouri,29,719236,10496
8/9/2021,Montana,30,118382,1723
8/9/2021,Nebraska,31,231372,2557
8/9/2021,Nevada,32,366584,6040
8/9/2021,New Hampshire,33,102117,1389
8/9/2021,New Jersey,34,1050083,26650
8/9/2021,New Mexico,35,215098,4427
8/9/2021,New York,36,2176196,53352
8/9/2021,North Carolina,37,1087149,13775
8/9/2021,North Dakota,38,112393,1573
8/9/2021,Northern Mariana Islands,69,210,2
8/9/2021,Ohio,39,1143599,20556
8/9/2021,Oklahoma,40,500311,7531
8/9/2021,Oregon,41,230103,2929
8/9/2021,Pennsylvania,42,1242724,27903
8/9/2021,Puerto Rico,72,186147,2611
8/9/2021,Rhode Island,44,155825,2743
8/9/2021,South Carolina,45,643621,9981
8/9/2021,South Dakota,46,125592,2050
8/9/2021,Tennessee,47,908739,12747
8/9/2021,Texas,48,3243166,53853
8/9/2021,Utah,49,440570,2503
8/9/2021,Vermont,50,25571,262
8/9/2021,Virgin Islands,78,4960,40
8/9/2021,Virginia,51,709319,11571
8/9/2021,Washington,53,496367,6216
8/9/2021,West Virginia,54,170199,2972
8/9/2021,Wisconsin,55,697954,8306
8/9/2021,Wyoming,56,67026,786
8/10/2021,Alabama,1,615901,11648
8/10/2021,Alaska,2,78040,383
8/10/2021,Arizona,4,950827,18400
8/10/2021,Arkansas,5,407892,6346
8/10/2021,California,6,4157038,64838
8/10/2021,Colorado,8,588617,7167
8/10/2021,Connecticut,9,359638,8297
8/10/2021,Delaware,10,113090,1836
8/10/2021,District of Columbia,11,51726,1149
8/10/2021,Florida,12,2782060,40167
8/10/2021,Georgia,13,1204094,21154
8/10/2021,Guam,66,9738,144
8/10/2021,Hawaii,15,45460,540
8/10/2021,Idaho,16,205866,2228
8/10/2021,Illinois,17,1451423,26034
8/10/2021,Indiana,18,791823,14091
8/10/2021,Iowa,19,385556,6193
8/10/2021,Kansas,20,343491,5356
8/10/2021,Kentucky,21,503875,7454
8/10/2021,Louisiana,22,596534,11353
8/10/2021,Maine,23,71666,901
8/10/2021,Maryland,24,475405,9869
8/10/2021,Massachusetts,25,730381,18112
8/10/2021,Michigan,26,1020169,21221
8/10/2021,Minnesota,27,620684,7798
8/10/2021,Mississippi,28,368549,7685
8/10/2021,Missouri,29,721795,10625
8/10/2021,Montana,30,118867,1726
8/10/2021,Nebraska,31,231916,2557
8/10/2021,Nevada,32,367709,6080
8/10/2021,New Hampshire,33,102205,1391
8/10/2021,New Jersey,34,1051712,26659
8/10/2021,New Mexico,35,215781,4432
8/10/2021,New York,36,2177918,53360
8/10/2021,North Carolina,37,1091376,13784
8/10/2021,North Dakota,38,112591,1573
8/10/2021,Northern Mariana Islands,69,210,2
8/10/2021,Ohio,39,1145925,20580
8/10/2021,Oklahoma,40,501353,7531
8/10/2021,Oregon,41,232436,2937
8/10/2021,Pennsylvania,42,1244753,27914
8/10/2021,Puerto Rico,72,186454,2620
8/10/2021,Rhode Island,44,156539,2744
8/10/2021,South Carolina,45,645859,9992
8/10/2021,South Dakota,46,125592,2050
8/10/2021,Tennessee,47,912164,12787
8/10/2021,Texas,48,3263345,53953
8/10/2021,Utah,49,441204,2511
8/10/2021,Vermont,50,25663,263
8/10/2021,Virgin Islands,78,5066,41
8/10/2021,Virginia,51,711078,11578
8/10/2021,Washington,53,497771,6233
8/10/2021,West Virginia,54,170656,2972
8/10/2021,Wisconsin,55,699764,8311
8/10/2021,Wyoming,56,67326,793
8/11/2021,Alabama,1,619752,11689
8/11/2021,Alaska,2,78415,383
8/11/2021,Arizona,4,952797,18406
8/11/2021,Arkansas,5,410832,6366
8/11/2021,California,6,4168517,64481
8/11/2021,Colorado,8,589778,7170
8/11/2021,Connecticut,9,360552,8297
8/11/2021,Delaware,10,113251,1836
8/11/2021,District of Columbia,11,51853,1149
8/11/2021,Florida,12,2806813,40171
8/11/2021,Georgia,13,1210864,21183
8/11/2021,Guam,66,9786,144
8/11/2021,Hawaii,15,45920,542
8/11/2021,Idaho,16,206602,2238
8/11/2021,Illinois,17,1455290,26048
8/11/2021,Indiana,18,794289,14110
8/11/2021,Iowa,19,387273,6210
8/11/2021,Kansas,20,346181,5389
8/11/2021,Kentucky,21,506902,7467
8/11/2021,Louisiana,22,601941,11408
8/11/2021,Maine,23,71883,901
8/11/2021,Maryland,24,476291,9870
8/11/2021,Massachusetts,25,731821,18121
8/11/2021,Michigan,26,1023347,21243
8/11/2021,Minnesota,27,622309,7808
8/11/2021,Mississippi,28,371712,7710
8/11/2021,Missouri,29,725729,10642
8/11/2021,Montana,30,119234,1726
8/11/2021,Nebraska,31,232399,2558
8/11/2021,Nevada,32,368625,6096
8/11/2021,New Hampshire,33,102353,1393
8/11/2021,New Jersey,34,1053398,26665
8/11/2021,New Mexico,35,216494,4439
8/11/2021,New York,36,2185142,53400
8/11/2021,North Carolina,37,1096351,13806
8/11/2021,North Dakota,38,112775,1574
8/11/2021,Northern Mariana Islands,69,211,2
8/11/2021,Ohio,39,1149318,20580
8/11/2021,Oklahoma,40,503552,7594
8/11/2021,Oregon,41,234393,2944
8/11/2021,Pennsylvania,42,1246528,27925
8/11/2021,Puerto Rico,72,187020,2626
8/11/2021,Rhode Island,44,156824,2744
8/11/2021,South Carolina,45,648508,10007
8/11/2021,South Dakota,46,126454,2051
8/11/2021,Tennessee,47,916320,12794
8/11/2021,Texas,48,3285199,54061
8/11/2021,Utah,49,442319,2518
8/11/2021,Vermont,50,25757,263
8/11/2021,Virgin Islands,78,5066,41
8/11/2021,Virginia,51,713195,11581
8/11/2021,Washington,53,501941,6250
8/11/2021,West Virginia,54,171202,2974
8/11/2021,Wisconsin,55,701288,8314
8/11/2021,Wyoming,56,67582,793
8/12/2021,Alabama,1,623919,11724
8/12/2021,Alaska,2,78817,386
8/12/2021,Arizona,4,955767,18412
8/12/2021,Arkansas,5,413150,6396
8/12/2021,California,6,4179874,64533
8/12/2021,Colorado,8,590945,7179
8/12/2021,Connecticut,9,361294,8307
8/12/2021,Delaware,10,113582,1837
8/12/2021,District of Columbia,11,52005,1150
8/12/2021,Florida,12,2827469,40528
8/12/2021,Georgia,13,1217719,21219
8/12/2021,Guam,66,9834,144
8/12/2021,Hawaii,15,46463,543
8/12/2021,Idaho,16,207354,2238
8/12/2021,Illinois,17,1458643,26075
8/12/2021,Indiana,18,797441,14116
8/12/2021,Iowa,19,387273,6210
8/12/2021,Kansas,20,346220,5393
8/12/2021,Kentucky,21,509516,7472
8/12/2021,Louisiana,22,607228,11462
8/12/2021,Maine,23,72118,903
8/12/2021,Maryland,24,477338,9873
8/12/2021,Massachusetts,25,733188,18131
8/12/2021,Michigan,26,1023601,21245
8/12/2021,Minnesota,27,623620,7816
8/12/2021,Mississippi,28,376124,7730
8/12/2021,Missouri,29,729404,10661
8/12/2021,Montana,30,119630,1729
8/12/2021,Nebraska,31,232903,2561
8/12/2021,Nevada,32,369846,6120
8/12/2021,New Hampshire,33,102659,1394
8/12/2021,New Jersey,34,1055252,26672
8/12/2021,New Mexico,35,217773,4443
8/12/2021,New York,36,2190012,53429
8/12/2021,North Carolina,37,1102081,13822
8/12/2021,North Dakota,38,112925,1576
8/12/2021,Northern Mariana Islands,69,211,2
8/12/2021,Ohio,39,1152590,20580
8/12/2021,Oklahoma,40,506020,7594
8/12/2021,Oregon,41,236698,2952
8/12/2021,Pennsylvania,42,1248787,27941
8/12/2021,Puerto Rico,72,188181,2643
8/12/2021,Rhode Island,44,157188,2744
8/12/2021,South Carolina,45,651787,10019
8/12/2021,South Dakota,46,126607,2051
8/12/2021,Tennessee,47,921060,12812
8/12/2021,Texas,48,3298392,54200
8/12/2021,Utah,49,443562,2521
8/12/2021,Vermont,50,25883,264
8/12/2021,Virgin Islands,78,5169,41
8/12/2021,Virginia,51,715556,11583
8/12/2021,Washington,53,505566,6262
8/12/2021,West Virginia,54,171707,2975
8/12/2021,Wisconsin,55,702949,8317
8/12/2021,Wyoming,56,67957,793
8/13/2021,Alabama,1,627905,11765
8/13/2021,Alaska,2,79151,386
8/13/2021,Arizona,4,958992,18435
8/13/2021,Arkansas,5,416173,6432
8/13/2021,California,6,4194890,64596
8/13/2021,Colorado,8,592765,7186
8/13/2021,Connecticut,9,361836,8307
8/13/2021,Delaware,10,113853,1837
8/13/2021,District of Columbia,11,52201,1150
8/13/2021,Florida,12,2877214,40766
8/13/2021,Georgia,13,1224826,21266
8/13/2021,Guam,66,9880,144
8/13/2021,Hawaii,15,47612,544
8/13/2021,Idaho,16,208137,2247
8/13/2021,Illinois,17,1462088,26092
8/13/2021,Indiana,18,800096,14128
8/13/2021,Iowa,19,387273,6210
8/13/2021,Kansas,20,349073,5417
8/13/2021,Kentucky,21,513402,7485
8/13/2021,Louisiana,22,614776,11519
8/13/2021,Maine,23,72333,904
8/13/2021,Maryland,24,478288,9878
8/13/2021,Massachusetts,25,734486,18142
8/13/2021,Michigan,26,1027075,21277
8/13/2021,Minnesota,27,624944,7822
8/13/2021,Mississippi,28,381147,7761
8/13/2021,Missouri,29,732545,10675
8/13/2021,Montana,30,119974,1730
8/13/2021,Nebraska,31,233403,2564
8/13/2021,Nevada,32,371126,6160
8/13/2021,New Hampshire,33,102901,1395
8/13/2021,New Jersey,34,1057096,26681
8/13/2021,New Mexico,35,218569,4448
8/13/2021,New York,36,2194646,53439
8/13/2021,North Carolina,37,1108774,13842
8/13/2021,North Dakota,38,113094,1576
8/13/2021,Northern Mariana Islands,69,214,2
8/13/2021,Ohio,39,1155322,20614
8/13/2021,Oklahoma,40,508834,7594
8/13/2021,Oregon,41,238463,2958
8/13/2021,Pennsylvania,42,1250885,27957
8/13/2021,Puerto Rico,72,189532,2651
8/13/2021,Rhode Island,44,157589,2744
8/13/2021,South Carolina,45,656313,10039
8/13/2021,South Dakota,46,126746,2052
8/13/2021,Tennessee,47,926097,12840
8/13/2021,Texas,48,3316208,54345
8/13/2021,Utah,49,444463,2525
8/13/2021,Vermont,50,26040,264
8/13/2021,Virgin Islands,78,5242,41
8/13/2021,Virginia,51,717826,11599
8/13/2021,Washington,53,508631,6287
8/13/2021,West Virginia,54,171997,2976
8/13/2021,Wisconsin,55,705031,8322
8/13/2021,Wyoming,56,68272,793
8/14/2021,Alabama,1,627905,11765
8/14/2021,Alaska,2,79151,386
8/14/2021,Arizona,4,962410,18462
8/14/2021,Arkansas,5,418290,6445
8/14/2021,California,6,4208226,64630
8/14/2021,Colorado,8,592765,7186
8/14/2021,Connecticut,9,361836,8307
8/14/2021,Delaware,10,114187,1838
8/14/2021,District of Columbia,11,52201,1150
8/14/2021,Florida,12,2877393,40766
8/14/2021,Georgia,13,1224826,21266
8/14/2021,Guam,66,9880,144
8/14/2021,Hawaii,15,48376,545
8/14/2021,Idaho,16,208137,2247
8/14/2021,Illinois,17,1462088,26092
8/14/2021,Indiana,18,800096,14128
8/14/2021,Iowa,19,389223,6210
8/14/2021,Kansas,20,349073,5417
8/14/2021,Kentucky,21,513566,7486
8/14/2021,Louisiana,22,614776,11519
8/14/2021,Maine,23,72521,904
8/14/2021,Maryland,24,479304,9887
8/14/2021,Massachusetts,25,734486,18142
8/14/2021,Michigan,26,1027075,21277
8/14/2021,Minnesota,27,624944,7822
8/14/2021,Mississippi,28,381147,7761
8/14/2021,Missouri,29,735210,10693
8/14/2021,Montana,30,119974,1730
8/14/2021,Nebraska,31,233403,2564
8/14/2021,Nevada,32,371126,6160
8/14/2021,New Hampshire,33,102901,1395
8/14/2021,New Jersey,34,1059660,26692
8/14/2021,New Mexico,35,218569,4448
8/14/2021,New York,36,2199321,53454
8/14/2021,North Carolina,37,1108774,13842
8/14/2021,North Dakota,38,113256,1576
8/14/2021,Northern Mariana Islands,69,214,2
8/14/2021,Ohio,39,1157782,20614
8/14/2021,Oklahoma,40,508834,7594
8/14/2021,Oregon,41,238463,2958
8/14/2021,Pennsylvania,42,1252812,27966
8/14/2021,Puerto Rico,72,190525,2658
8/14/2021,Rhode Island,44,157589,2744
8/14/2021,South Carolina,45,656313,10039
8/14/2021,South Dakota,46,126746,2052
8/14/2021,Tennessee,47,926097,12840
8/14/2021,Texas,48,3327117,54441
8/14/2021,Utah,49,444459,2525
8/14/2021,Vermont,50,26040,264
8/14/2021,Virgin Islands,78,5242,41
8/14/2021,Virginia,51,717826,11599
8/14/2021,Washington,53,508631,6287
8/14/2021,West Virginia,54,171997,2976
8/14/2021,Wisconsin,55,705031,8322
8/14/2021,Wyoming,56,68272,793
8/15/2021,Alabama,1,634897,11798
8/15/2021,Alaska,2,79151,386
8/15/2021,Arizona,4,965462,18464
8/15/2021,Arkansas,5,419807,6467
8/15/2021,California,6,4219616,64661
8/15/2021,Colorado,8,593365,7190
8/15/2021,Connecticut,9,361836,8307
8/15/2021,Delaware,10,114486,1838
8/15/2021,District of Columbia,11,52201,1150
8/15/2021,Florida,12,2877393,40766
8/15/2021,Georgia,13,1224826,21266
8/15/2021,Guam,66,9880,144
8/15/2021,Hawaii,15,49205,549
8/15/2021,Idaho,16,208137,2247
8/15/2021,Illinois,17,1462088,26092
8/15/2021,Indiana,18,800096,14128
8/15/2021,Iowa,19,389223,6210
8/15/2021,Kansas,20,349073,5417
8/15/2021,Kentucky,21,513698,7486
8/15/2021,Louisiana,22,614776,11519
8/15/2021,Maine,23,72521,904
8/15/2021,Maryland,24,480173,9891
8/15/2021,Massachusetts,25,734486,18142
8/15/2021,Michigan,26,1027107,21277
8/15/2021,Minnesota,27,624944,7822
8/15/2021,Mississippi,28,381147,7761
8/15/2021,Missouri,29,736739,10694
8/15/2021,Montana,30,119974,1730
8/15/2021,Nebraska,31,233403,2564
8/15/2021,Nevada,32,371126,6160
8/15/2021,New Hampshire,33,102901,1395
8/15/2021,New Jersey,34,1060934,26695
8/15/2021,New Mexico,35,218569,4448
8/15/2021,New York,36,2203359,53476
8/15/2021,North Carolina,37,1108774,13842
8/15/2021,North Dakota,38,113361,1576
8/15/2021,Northern Mariana Islands,69,214,2
8/15/2021,Ohio,39,1159759,20614
8/15/2021,Oklahoma,40,508834,7594
8/15/2021,Oregon,41,238463,2958
8/15/2021,Pennsylvania,42,1254794,27966
8/15/2021,Puerto Rico,72,191784,2662
8/15/2021,Rhode Island,44,157589,2744
8/15/2021,South Carolina,45,656313,10039
8/15/2021,South Dakota,46,126746,2052
8/15/2021,Tennessee,47,926097,12840
8/15/2021,Texas,48,3333059,54488
8/15/2021,Utah,49,444459,2525
8/15/2021,Vermont,50,26040,264
8/15/2021,Virgin Islands,78,5242,41
8/15/2021,Virginia,51,717826,11599
8/15/2021,Washington,53,508631,6287
8/15/2021,West Virginia,54,171997,2976
8/15/2021,Wisconsin,55,705031,8322
8/15/2021,Wyoming,56,68272,793
8/16/2021,Alabama,1,637363,11799
8/16/2021,Alaska,2,80207,386
8/16/2021,Arizona,4,967862,18464
8/16/2021,Arkansas,5,420663,6498
8/16/2021,California,6,4232845,64684
8/16/2021,Colorado,8,595455,7198
8/16/2021,Connecticut,9,363417,8307
8/16/2021,Delaware,10,114770,1838
8/16/2021,District of Columbia,11,52777,1150
8/16/2021,Florida,12,2933429,41123
8/16/2021,Georgia,13,1243895,21299
8/16/2021,Guam,66,9987,144
8/16/2021,Hawaii,15,49727,549
8/16/2021,Idaho,16,209490,2255
8/16/2021,Illinois,17,1471240,26123
8/16/2021,Indiana,18,806763,14144
8/16/2021,Iowa,19,389223,6210
8/16/2021,Kansas,20,351444,5425
8/16/2021,Kentucky,21,520349,7504
8/16/2021,Louisiana,22,628146,11584
8/16/2021,Maine,23,72521,904
8/16/2021,Maryland,24,480939,9896
8/16/2021,Massachusetts,25,737579,18148
8/16/2021,Michigan,26,1030884,21296
8/16/2021,Minnesota,27,626403,7827
8/16/2021,Mississippi,28,388986,7813
8/16/2021,Missouri,29,738745,10697
8/16/2021,Montana,30,120436,1736
8/16/2021,Nebraska,31,234420,2564
8/16/2021,Nevada,32,373649,6190
8/16/2021,New Hampshire,33,103462,1395
8/16/2021,New Jersey,34,1062238,26696
8/16/2021,New Mexico,35,220340,4453
8/16/2021,New York,36,2207567,53486
8/16/2021,North Carolina,37,1122629,13890
8/16/2021,North Dakota,38,113435,1576
8/16/2021,Northern Mariana Islands,69,219,2
8/16/2021,Ohio,39,1161573,20614
8/16/2021,Oklahoma,40,515801,7594
8/16/2021,Oregon,41,242843,2971
8/16/2021,Pennsylvania,42,1256689,27966
8/16/2021,Puerto Rico,72,192440,2667
8/16/2021,Rhode Island,44,158283,2747
8/16/2021,South Carolina,45,667352,10108
8/16/2021,South Dakota,46,126925,2053
8/16/2021,Tennessee,47,939006,12884
8/16/2021,Texas,48,3346889,54537
8/16/2021,Utah,49,446882,2537
8/16/2021,Vermont,50,26040,264
8/16/2021,Virgin Islands,78,5295,41
8/16/2021,Virginia,51,723727,11618
8/16/2021,Washington,53,516226,6295
8/16/2021,West Virginia,54,173479,2978
8/16/2021,Wisconsin,55,707479,8324
8/16/2021,Wyoming,56,68944,793
8/17/2021,Alabama,1,641386,11832
8/17/2021,Alaska,2,80656,391
8/17/2021,Arizona,4,970523,18467
8/17/2021,Arkansas,5,422866,6539
8/17/2021,California,6,4243746,64727
8/17/2021,Colorado,8,596918,7205
8/17/2021,Connecticut,9,364298,8304
8/17/2021,Delaware,10,114912,1840
8/17/2021,District of Columbia,11,52843,1151
8/17/2021,Florida,12,2955098,41130
8/17/2021,Georgia,13,1251359,21343
8/17/2021,Guam,66,10050,145
8/17/2021,Hawaii,15,50180,549
8/17/2021,Idaho,16,210395,2261
8/17/2021,Illinois,17,1474807,26144
8/17/2021,Indiana,18,809458,14173
8/17/2021,Iowa,19,390978,6210
8/17/2021,Kansas,20,351554,5427
8/17/2021,Kentucky,21,523490,7511
8/17/2021,Louisiana,22,631837,11706
8/17/2021,Maine,23,72896,907
8/17/2021,Maryland,24,481790,9899
8/17/2021,Massachusetts,25,739047,18154
8/17/2021,Michigan,26,1031023,21299
8/17/2021,Minnesota,27,629447,7830
8/17/2021,Mississippi,28,392309,7880
8/17/2021,Missouri,29,740846,10807
8/17/2021,Montana,30,121058,1743
8/17/2021,Nebraska,31,235075,2566
8/17/2021,Nevada,32,374651,6223
8/17/2021,New Hampshire,33,103733,1396
8/17/2021,New Jersey,34,1064059,26715
8/17/2021,New Mexico,35,221087,4457
8/17/2021,New York,36,2211095,53519
8/17/2021,North Carolina,37,1127239,13912
8/17/2021,North Dakota,38,113704,1579
8/17/2021,Northern Mariana Islands,69,220,2
8/17/2021,Ohio,39,1164808,20648
8/17/2021,Oklahoma,40,516663,7594
8/17/2021,Oregon,41,245758,2986
8/17/2021,Pennsylvania,42,1258774,27993
8/17/2021,Puerto Rico,72,192802,2678
8/17/2021,Rhode Island,44,158614,2747
8/17/2021,South Carolina,45,669638,10115
8/17/2021,South Dakota,46,127320,2055
8/17/2021,Tennessee,47,942488,12916
8/17/2021,Texas,48,3372386,54643
8/17/2021,Utah,49,447845,2537
8/17/2021,Vermont,50,26397,264
8/17/2021,Virgin Islands,78,5295,41
8/17/2021,Virginia,51,725971,11625
8/17/2021,Washington,53,518604,6317
8/17/2021,West Virginia,54,174818,2990
8/17/2021,Wisconsin,55,709504,8336
8/17/2021,Wyoming,56,69356,809
8/18/2021,Alabama,1,645851,11872
8/18/2021,Alaska,2,81317,395
8/18/2021,Arizona,4,972925,18504
8/18/2021,Arkansas,5,425551,6565
8/18/2021,California,6,4259451,64816
8/18/2021,Colorado,8,598755,7213
8/18/2021,Connecticut,9,364891,8307
8/18/2021,Delaware,10,115236,1849
8/18/2021,District of Columbia,11,52843,1151
8/18/2021,Florida,12,2978433,41138
8/18/2021,Georgia,13,1259196,21384
8/18/2021,Guam,66,10087,145
8/18/2021,Hawaii,15,50821,551
8/18/2021,Idaho,16,211612,2281
8/18/2021,Illinois,17,1478643,26182
8/18/2021,Indiana,18,812902,14198
8/18/2021,Iowa,19,392970,6226
8/18/2021,Kansas,20,354518,5427
8/18/2021,Kentucky,21,527184,7523
8/18/2021,Louisiana,22,638443,11793
8/18/2021,Maine,23,73087,909
8/18/2021,Maryland,24,482802,9907
8/18/2021,Massachusetts,25,740626,18165
8/18/2021,Michigan,26,1034201,21344
8/18/2021,Minnesota,27,630605,7835
8/18/2021,Mississippi,28,396394,7916
8/18/2021,Missouri,29,744002,10819
8/18/2021,Montana,30,121494,1749
8/18/2021,Nebraska,31,235686,2565
8/18/2021,Nevada,32,376080,6248
8/18/2021,New Hampshire,33,103989,1396
8/18/2021,New Jersey,34,1065736,26721
8/18/2021,New Mexico,35,221961,4461
8/18/2021,New York,36,2215603,53532
8/18/2021,North Carolina,37,1132735,13969
8/18/2021,North Dakota,38,113956,1579
8/18/2021,Northern Mariana Islands,69,220,2
8/18/2021,Ohio,39,1168111,20648
8/18/2021,Oklahoma,40,519023,7676
8/18/2021,Oregon,41,247866,2997
8/18/2021,Pennsylvania,42,1261160,28018
8/18/2021,Puerto Rico,72,193081,2689
8/18/2021,Rhode Island,44,159019,2748
8/18/2021,South Carolina,45,673172,10140
8/18/2021,South Dakota,46,127696,2056
8/18/2021,Tennessee,47,947511,12943
8/18/2021,Texas,48,3392291,54819
8/18/2021,Utah,49,449334,2549
8/18/2021,Vermont,50,26494,267
8/18/2021,Virgin Islands,78,5413,41
8/18/2021,Virginia,51,728523,11632
8/18/2021,Washington,53,522390,6346
8/18/2021,West Virginia,54,175638,2997
8/18/2021,Wisconsin,55,711171,8353
8/18/2021,Wyoming,56,69844,809
8/19/2021,Alabama,1,649741,11914
8/19/2021,Alaska,2,82000,395
8/19/2021,Arizona,4,976471,18508
8/19/2021,Arkansas,5,429100,6581
8/19/2021,California,6,4277523,64908
8/19/2021,Colorado,8,600031,7217
8/19/2021,Connecticut,9,365425,8330
8/19/2021,Delaware,10,115665,1851
8/19/2021,District of Columbia,11,53162,1155
8/19/2021,Florida,12,2994019,41937
8/19/2021,Georgia,13,1268776,21431
8/19/2021,Guam,66,10169,145
8/19/2021,Hawaii,15,51565,555
8/19/2021,Idaho,16,212408,2282
8/19/2021,Illinois,17,1482024,26197
8/19/2021,Indiana,18,816404,14214
8/19/2021,Iowa,19,392970,6226
8/19/2021,Kansas,20,354681,5429
8/19/2021,Kentucky,21,531954,7532
8/19/2021,Louisiana,22,643993,11851
8/19/2021,Maine,23,73269,921
8/19/2021,Maryland,24,483862,9916
8/19/2021,Massachusetts,25,742202,18169
8/19/2021,Michigan,26,1034375,21344
8/19/2021,Minnesota,27,631951,7843
8/19/2021,Mississippi,28,401201,7937
8/19/2021,Missouri,29,747448,10832
8/19/2021,Montana,30,121989,1752
8/19/2021,Nebraska,31,236346,2568
8/19/2021,Nevada,32,377493,6259
8/19/2021,New Hampshire,33,104263,1397
8/19/2021,New Jersey,34,1067758,26731
8/19/2021,New Mexico,35,222928,4465
8/19/2021,New York,36,2220673,53548
8/19/2021,North Carolina,37,1139637,14021
8/19/2021,North Dakota,38,114210,1580
8/19/2021,Northern Mariana Islands,69,224,2
8/19/2021,Ohio,39,1171557,20648
8/19/2021,Oklahoma,40,521525,7676
8/19/2021,Oregon,41,250835,3016
8/19/2021,Pennsylvania,42,1265068,28040
8/19/2021,Puerto Rico,72,193478,2702
8/19/2021,Rhode Island,44,159355,2752
8/19/2021,South Carolina,45,676431,10182
8/19/2021,South Dakota,46,127991,2057
8/19/2021,Tennessee,47,953304,12995
8/19/2021,Texas,48,3410867,55031
8/19/2021,Utah,49,450616,2563
8/19/2021,Vermont,50,26663,268
8/19/2021,Virgin Islands,78,5432,44
8/19/2021,Virginia,51,731287,11638
8/19/2021,Washington,53,526305,6378
8/19/2021,West Virginia,54,176608,3001
8/19/2021,Wisconsin,55,712967,8356
8/19/2021,Wyoming,56,70150,809
8/20/2021,Alabama,1,653540,11942
8/20/2021,Alaska,2,82469,397
8/20/2021,Arizona,4,979580,18561
8/20/2021,Arkansas,5,431507,6614
8/20/2021,California,6,4303611,65020
8/20/2021,Colorado,8,601759,7229
8/20/2021,Connecticut,9,365856,8337
8/20/2021,Delaware,10,116073,1851
8/20/2021,District of Columbia,11,53342,1155
8/20/2021,Florida,12,3027954,42252
8/20/2021,Georgia,13,1277998,21478
